,"(('TES', 'None'), 'storage_content')","(('TES', 'th. Energy'), 'flow')","(('th. Energy', 'TES'), 'flow')"
2023-03-20 14:00:00,8517.6031,0.0,722.79279
2023-03-20 15:00:00,9236.9796,0.0,720.08633
2023-03-20 16:00:00,9236.2099,0.0,0.0
2023-03-20 17:00:00,8633.3903,590.00889,0.0
2023-03-20 18:00:00,7982.2913,637.37199,0.0
2023-03-20 19:00:00,7284.2976,683.38185,0.0
2023-03-20 20:00:00,6568.4112,700.97386,0.0
2023-03-20 21:00:00,5882.963,671.20277,0.0
2023-03-20 22:00:00,5317.7058,553.47164,0.0
2023-03-20 23:00:00,4911.2932,397.85003,0.0
2023-03-21 00:00:00,4588.4457,315.98953,0.0
2023-03-21 01:00:00,4274.3005,307.48757,0.0
2023-03-21 02:00:00,3973.1947,294.73462,0.0
2023-03-21 03:00:00,3972.8636,0.0,0.0
2023-03-21 04:00:00,3476.5848,486.02873,0.0
2023-03-21 05:00:00,2711.4078,749.5895,0.0
2023-03-21 06:00:00,1834.9595,858.69799,0.0
2023-03-21 07:00:00,1042.447,776.51238,0.0
2023-03-21 08:00:00,294.29974,733.09915,0.0
2023-03-21 09:00:00,6.4300823,282.08823,0.0
2023-03-21 10:00:00,0.0,6.3009555,0.0
2023-03-21 11:00:00,0.0,0.0,0.0
2023-03-21 12:00:00,0.0,0.0,0.0
2023-03-21 13:00:00,675.96933,0.0,675.96933
2023-03-21 14:00:00,1373.1372,0.0,697.22423
2023-03-21 15:00:00,2067.4131,0.0,694.39025
2023-03-21 16:00:00,2744.6271,0.0,677.38632
2023-03-21 17:00:00,2160.5577,572.16385,0.0
2023-03-21 18:00:00,1479.3533,667.40389,0.0
2023-03-21 19:00:00,749.04464,715.58166,0.0
2023-03-21 20:00:00,0.0,734.00258,0.0
2023-03-21 21:00:00,0.0,0.0,0.0
2023-03-21 22:00:00,0.0,0.0,0.0
2023-03-21 23:00:00,0.0,0.0,0.0
2023-03-22 00:00:00,994.07278,0.0,994.07278
2023-03-22 01:00:00,1995.364,0.0,1001.3741
2023-03-22 02:00:00,3007.5238,0.0,1012.3261
2023-03-22 03:00:00,3992.8278,0.0,985.55457
2023-03-22 04:00:00,4840.5414,0.0,848.04633
2023-03-22 05:00:00,5461.8433,0.0,621.70535
2023-03-22 06:00:00,4708.905,737.43353,0.0
2023-03-22 07:00:00,4028.0492,666.85409,0.0
2023-03-22 08:00:00,3393.9558,621.08257,0.0
2023-03-22 09:00:00,4068.9214,0.0,675.24838
2023-03-22 10:00:00,4773.036,0.0,704.45367
2023-03-22 11:00:00,5505.0803,0.0,732.44207
2023-03-22 12:00:00,6249.2325,0.0,744.61094
2023-03-22 13:00:00,7007.9253,0.0,759.21358
2023-03-22 14:00:00,7784.8082,0.0,777.46689
2023-03-22 15:00:00,8559.1926,0.0,775.03311
2023-03-22 16:00:00,9318.9098,0.0,760.43047
2023-03-22 17:00:00,10053.009,0.0,734.87584
2023-03-22 18:00:00,9467.3205,573.15379,0.0
2023-03-22 19:00:00,8839.4622,614.52794,0.0
2023-03-22 20:00:00,8195.5139,630.34747,0.0
2023-03-22 21:00:00,7578.9371,603.57596,0.0
2023-03-22 22:00:00,7578.3055,0.0,0.0
2023-03-22 23:00:00,8485.3478,0.0,907.6738
2023-03-23 00:00:00,9498.6478,0.0,1014.0071
2023-03-23 01:00:00,10518.628,0.0,1020.7721
2023-03-23 02:00:00,11548.671,0.0,1030.9196
2023-03-23 03:00:00,12553.824,0.0,1006.1147
2023-03-23 04:00:00,13431.485,0.0,878.70772
2023-03-23 05:00:00,14099.36,0.0,668.99361
2023-03-23 06:00:00,14680.361,0.0,582.17648
2023-03-23 07:00:00,14804.408,0.0,125.27016
2023-03-23 08:00:00,14803.174,0.0,0.0
2023-03-23 09:00:00,15520.544,0.0,718.6034
2023-03-23 10:00:00,16264.914,0.0,745.66328
2023-03-23 11:00:00,17035.154,0.0,771.59567
2023-03-23 12:00:00,17816.605,0.0,782.87063
2023-03-23 13:00:00,18611.521,0.0,796.40057
2023-03-23 14:00:00,19423.283,0.0,813.313
2023-03-23 15:00:00,20232.722,0.0,811.05801
2023-03-23 16:00:00,21028.564,0.0,797.52806
2023-03-23 17:00:00,20525.192,491.58792,0.0
2023-03-23 18:00:00,19981.593,531.05025,0.0
2023-03-23 19:00:00,19398.923,569.38509,0.0
2023-03-23 20:00:00,18801.345,584.04253,0.0
2023-03-23 21:00:00,19505.979,0.0,706.20095
2023-03-23 22:00:00,20308.646,0.0,804.29303
2023-03-23 23:00:00,21240.909,0.0,933.95499
2023-03-24 00:00:00,22265.455,0.0,1026.3165
2023-03-24 01:00:00,23296.35,0.0,1032.7503
2023-03-24 02:00:00,24336.81,0.0,1042.4009
2023-03-24 03:00:00,25353.592,0.0,1018.8104
2023-03-24 04:00:00,26249.12,0.0,897.64093
2023-03-24 05:00:00,26945.127,0.0,698.19381
2023-03-24 06:00:00,27558.508,0.0,615.62699
2023-03-24 07:00:00,28234.032,0.0,677.82018
2023-03-24 08:00:00,28939.524,0.0,707.84448
2023-03-24 09:00:00,29682.487,0.0,745.37485
2023-03-24 10:00:00,30451.123,0.0,771.10996
2023-03-24 11:00:00,31244.358,0.0,795.77278
2023-03-24 12:00:00,32048.25,0.0,806.49574
2023-03-24 13:00:00,32864.943,0.0,819.3633
2023-03-24 14:00:00,33697.652,0.0,835.44775
2023-03-24 15:00:00,34528.147,0.0,833.30315
2023-03-24 16:00:00,35345.705,0.0,820.4356
2023-03-24 17:00:00,36140.677,0.0,797.91737
2023-03-24 18:00:00,36898.052,0.0,760.387
2023-03-24 19:00:00,36342.417,541.50966,0.0
2023-03-24 20:00:00,36339.388,0.0,0.0
2023-03-24 21:00:00,37069.94,0.0,733.57959
2023-03-24 22:00:00,37893.72,0.0,826.86938
2023-03-24 23:00:00,38840.745,0.0,950.18345
2023-03-25 00:00:00,39820.404,0.0,982.89553
2023-03-25 01:00:00,40807.583,0.0,990.49758
2023-03-25 02:00:00,41806.083,0.0,1001.9007
2023-03-25 03:00:00,42776.626,0.0,974.02646
2023-03-25 04:00:00,43603.916,0.0,830.85442
2023-03-25 05:00:00,44195.473,0.0,595.1907
2023-03-25 06:00:00,44689.421,0.0,497.63099
2023-03-25 07:00:00,45256.814,0.0,571.11753
2023-03-25 08:00:00,45859.637,0.0,606.59379
2023-03-25 09:00:00,46506.754,0.0,650.93911
2023-03-25 10:00:00,47184.226,0.0,681.34733
2023-03-25 11:00:00,47890.782,0.0,710.48854
2023-03-25 12:00:00,48609.95,0.0,723.15864
2023-03-25 13:00:00,49344.262,0.0,738.36275
2023-03-25 14:00:00,50097.518,0.0,757.36788
2023-03-25 15:00:00,50848.177,0.0,754.83387
2023-03-25 16:00:00,51583.569,0.0,739.62976
2023-03-25 17:00:00,52292.293,0.0,713.02256
2023-03-25 18:00:00,52956.613,0.0,668.67724
2023-03-25 19:00:00,53577.799,0.0,625.59893
2023-03-25 20:00:00,54182.462,0.0,609.12781
2023-03-25 21:00:00,54814.949,0.0,637.00201
2023-03-25 22:00:00,55557.612,0.0,747.23181
2023-03-25 23:00:00,56445.921,0.0,892.93787
2023-03-26 00:00:00,57357.65,0.0,916.4331
2023-03-26 01:00:00,58235.329,0.0,882.45912
2023-03-26 02:00:00,59133.011,0.0,902.53466
2023-03-26 03:00:00,59996.644,0.0,868.56067
2023-03-26 04:00:00,60722.764,0.0,731.12046
2023-03-26 05:00:00,61189.387,0.0,471.68276
2023-03-26 06:00:00,61638.984,0.0,454.69577
2023-03-26 07:00:00,62116.34,0.0,482.49267
2023-03-26 08:00:00,62613.732,0.0,502.5682
2023-03-26 09:00:00,63154.322,0.0,545.80782
2023-03-26 10:00:00,63721.119,0.0,572.06044
2023-03-26 11:00:00,64311.034,0.0,595.22452
2023-03-26 12:00:00,64913.253,0.0,607.5787
2023-03-26 13:00:00,65524.688,0.0,616.84433
2023-03-26 14:00:00,66136.072,0.0,616.84433
2023-03-26 15:00:00,66730.418,0.0,599.85734
2023-03-26 16:00:00,67287.652,0.0,562.79481
2023-03-26 17:00:00,66528.818,738.16203,0.0
2023-03-26 18:00:00,65736.956,770.59174,0.0
2023-03-26 19:00:00,64923.099,792.21155,0.0
2023-03-26 20:00:00,64115.612,786.03446,0.0
2023-03-26 21:00:00,63379.104,716.54222,0.0
2023-03-26 22:00:00,62769.356,592.37655,0.0
2023-03-26 23:00:00,62307.147,447.83889,0.0
2023-03-27 00:00:00,61816.79,475.4618,0.0
2023-03-27 01:00:00,61811.638,0.0,0.0
2023-03-27 02:00:00,61806.487,0.0,0.0
2023-03-27 03:00:00,61801.337,0.0,0.0
2023-03-27 04:00:00,61053.412,727.91939,0.0
2023-03-27 05:00:00,59944.896,1081.36,0.0
2023-03-27 06:00:00,58812.857,1104.502,0.0
2023-03-27 07:00:00,57874.56,914.72865,0.0
2023-03-27 08:00:00,57431.729,429.2478,0.0
2023-03-27 09:00:00,57319.91,104.89212,0.0
2023-03-27 10:00:00,57635.96,0.0,320.82642
2023-03-27 11:00:00,57983.54,0.0,352.38362
2023-03-27 12:00:00,58347.923,0.0,369.21413
2023-03-27 13:00:00,58724.897,0.0,381.83701
2023-03-27 14:00:00,59101.841,0.0,381.83701
2023-03-27 15:00:00,59455.61,0.0,358.69506
2023-03-27 16:00:00,59758.859,0.0,308.20354
2023-03-27 17:00:00,58727.734,1005.6227,0.0
2023-03-27 18:00:00,57651.612,1049.8028,0.0
2023-03-27 19:00:00,56545.526,1079.2562,0.0
2023-03-27 20:00:00,55448.119,1070.841,0.0
2023-03-27 21:00:00,54447.407,976.16936,0.0
2023-03-27 22:00:00,53597.051,828.90243,0.0
2023-03-27 23:00:00,54247.918,0.0,655.33273
2023-03-28 00:00:00,54243.397,0.0,0.0
2023-03-28 01:00:00,53631.427,595.30078,0.0
2023-03-28 02:00:00,53012.248,602.41592,0.0
2023-03-28 03:00:00,52344.717,649.85025,0.0
2023-03-28 04:00:00,51517.515,806.38352,0.0
2023-03-28 05:00:00,50291.062,1197.7167,0.0
2023-03-28 06:00:00,49071.971,1190.6016,0.0
2023-03-28 07:00:00,48115.31,933.5206,0.0
2023-03-28 08:00:00,47461.133,637.16393,0.0
2023-03-28 09:00:00,46956.707,490.4621,0.0
2023-03-28 10:00:00,46904.078,47.741603,0.0
2023-03-28 11:00:00,47107.822,0.0,207.65314
2023-03-28 12:00:00,47321.036,0.0,217.14
2023-03-28 13:00:00,47536.605,0.0,219.51172
2023-03-28 14:00:00,47747.412,0.0,214.76829
2023-03-28 15:00:00,47807.287,0.0,63.853838
2023-03-28 16:00:00,47504.146,293.1737,0.0
2023-03-28 17:00:00,46520.43,960.16151,0.0
2023-03-28 18:00:00,45325.855,1166.8844,0.0
2023-03-28 19:00:00,44133.8,1164.5127,0.0
2023-03-28 20:00:00,42968.465,1138.4238,0.0
2023-03-28 21:00:00,41902.452,1041.1834,0.0
2023-03-28 22:00:00,40979.315,901.25217,0.0
2023-03-28 23:00:00,40300.687,661.70883,0.0
2023-03-29 00:00:00,39787.106,500.01849,0.0
2023-03-29 01:00:00,39223.9,548.69285,0.0
2023-03-29 02:00:00,38690.09,519.93073,0.0
2023-03-29 03:00:00,38106.656,568.60509,0.0
2023-03-29 04:00:00,37322.343,765.51503,0.0
2023-03-29 05:00:00,36158.814,1137.2102,0.0
2023-03-29 06:00:00,34970.548,1161.5474,0.0
2023-03-29 07:00:00,33864.569,1081.0036,0.0
2023-03-29 08:00:00,33238.885,610.40526,0.0
2023-03-29 09:00:00,32919.778,310.0102,0.0
2023-03-29 10:00:00,33189.074,0.0,272.03902
2023-03-29 11:00:00,33491.534,0.0,305.22609
2023-03-29 12:00:00,33634.931,0.0,146.18749
2023-03-29 13:00:00,33968.328,0.0,336.20069
2023-03-29 14:00:00,33965.498,0.0,0.0
2023-03-29 15:00:00,33962.667,0.0,0.0
2023-03-29 16:00:00,32932.618,1006.6744,0.0
2023-03-29 17:00:00,31850.73,1057.5612,0.0
2023-03-29 18:00:00,30721.521,1104.0231,0.0
2023-03-29 19:00:00,29560.8,1134.9977,0.0
2023-03-29 20:00:00,28409.206,1126.1478,0.0
2023-03-29 21:00:00,27359.302,1026.5866,0.0
2023-03-29 22:00:00,27750.747,0.0,393.72494
2023-03-29 23:00:00,28372.256,0.0,623.82194
2023-03-30 00:00:00,29260.89,0.0,890.99858
2023-03-30 01:00:00,30113.0,0.0,854.54867
2023-03-30 02:00:00,30986.578,0.0,876.08726
2023-03-30 03:00:00,31823.633,0.0,839.63734
2023-03-30 04:00:00,32513.162,0.0,692.18089
2023-03-30 05:00:00,32924.289,0.0,413.83611
2023-03-30 06:00:00,32033.966,869.82743,0.0
2023-03-30 07:00:00,31174.149,840.00477,0.0
2023-03-30 08:00:00,31618.524,0.0,446.97239
2023-03-30 09:00:00,32109.252,0.0,493.36319
2023-03-30 10:00:00,32628.105,0.0,521.52903
2023-03-30 11:00:00,33171.767,0.0,546.38124
2023-03-30 12:00:00,33728.639,0.0,559.63575
2023-03-30 13:00:00,34295.405,0.0,569.57664
2023-03-30 14:00:00,34862.123,0.0,569.57664
2023-03-30 15:00:00,35410.57,0.0,551.35168
2023-03-30 16:00:00,35919.207,0.0,511.58814
2023-03-30 17:00:00,36389.695,0.0,473.48142
2023-03-30 18:00:00,35543.04,826.75026,0.0
2023-03-30 19:00:00,34672.787,849.94566,0.0
2023-03-30 20:00:00,35092.018,0.0,422.12018
2023-03-30 21:00:00,35585.77,0.0,496.67682
2023-03-30 22:00:00,36195.458,0.0,612.65381
2023-03-30 23:00:00,36977.405,0.0,784.96248
2023-03-31 00:00:00,37918.794,0.0,944.47043
2023-03-31 01:00:00,38868.74,0.0,953.10634
2023-03-31 02:00:00,39831.561,0.0,966.06021
2023-03-31 03:00:00,40762.637,0.0,934.39519
2023-03-31 04:00:00,41530.992,0.0,771.75214
2023-03-31 05:00:00,41527.531,0.0,0.0
2023-03-31 06:00:00,40634.043,872.22736,0.0
2023-03-31 07:00:00,39825.813,788.74686,0.0
2023-03-31 08:00:00,39705.138,115.00863,0.0
2023-03-31 09:00:00,40066.996,0.0,365.16657
2023-03-31 10:00:00,40656.475,0.0,592.81771
2023-03-31 11:00:00,41288.104,0.0,635.01682
2023-03-31 12:00:00,41934.073,0.0,649.41002
2023-03-31 13:00:00,42597.26,0.0,666.68184
2023-03-31 14:00:00,43281.982,0.0,688.27163
2023-03-31 15:00:00,43963.768,0.0,685.39299
2023-03-31 16:00:00,44628.226,0.0,668.12116
2023-03-31 17:00:00,43984.157,627.54312,0.0
2023-03-31 18:00:00,43288.737,677.91929,0.0
2023-03-31 19:00:00,43285.13,0.0,0.0
2023-03-31 20:00:00,43801.394,0.0,519.8713
2023-03-31 21:00:00,44349.28,0.0,551.53632
2023-03-31 22:00:00,45022.341,0.0,676.75708
2023-03-31 23:00:00,45860.868,0.0,842.27877
2023-04-01 00:00:00,46754.513,0.0,897.46652
2023-04-01 01:00:00,47612.263,0.0,861.64623
2023-04-01 02:00:00,48491.108,0.0,882.81277
2023-04-01 03:00:00,49334.06,0.0,846.99248
2023-04-01 04:00:00,50032.032,0.0,702.08313
2023-04-01 05:00:00,50456.409,0.0,428.54637
2023-04-01 06:00:00,50862.84,0.0,410.63623
2023-04-01 07:00:00,51298.545,0.0,439.94374
2023-04-01 08:00:00,51755.381,0.0,461.11027
2023-04-01 09:00:00,52257.768,0.0,506.69973
2023-04-01 10:00:00,52787.792,0.0,534.37904
2023-04-01 11:00:00,53342.195,0.0,558.80197
2023-04-01 12:00:00,53909.577,0.0,571.82753
2023-04-01 13:00:00,54486.681,0.0,581.5967
2023-04-01 14:00:00,55063.738,0.0,581.5967
2023-04-01 15:00:00,55622.835,0.0,563.68655
2023-04-01 16:00:00,56142.81,0.0,524.60988
2023-04-01 17:00:00,56625.293,0.0,487.16139
2023-04-01 18:00:00,57073.543,0.0,452.9693
2023-04-01 19:00:00,57498.962,0.0,430.17457
2023-04-01 20:00:00,57930.858,0.0,436.68735
2023-04-01 21:00:00,58435.986,0.0,509.95612
2023-04-01 22:00:00,59055.046,0.0,623.92977
2023-04-01 23:00:00,59843.387,0.0,793.26204
2023-04-02 00:00:00,60642.881,0.0,804.48129
2023-04-02 01:00:00,61397.437,0.0,759.60935
2023-04-02 02:00:00,62178.445,0.0,786.12459
2023-04-02 03:00:00,62914.516,0.0,741.25264
2023-04-02 04:00:00,63468.999,0.0,559.72521
2023-04-02 05:00:00,63680.776,0.0,217.0667
2023-04-02 06:00:00,63870.1,0.0,194.63072
2023-04-02 07:00:00,64096.122,0.0,231.34414
2023-04-02 08:00:00,64348.64,0.0,257.85938
2023-04-02 09:00:00,64658.247,0.0,314.96913
2023-04-02 10:00:00,65002.501,0.0,349.64291
2023-04-02 11:00:00,65377.322,0.0,380.23742
2023-04-02 12:00:00,65768.428,0.0,396.55449
2023-04-02 13:00:00,66171.74,0.0,408.79229
2023-04-02 14:00:00,66575.018,0.0,408.79229
2023-04-02 15:00:00,66955.826,0.0,386.35632
2023-04-02 16:00:00,67287.652,0.0,337.4051
2023-04-02 17:00:00,67287.652,0.0,5.6073043
2023-04-02 18:00:00,66243.496,1017.7774,0.0
2023-04-02 19:00:00,65170.29,1046.3322,0.0
2023-04-02 20:00:00,64105.498,1038.1737,0.0
2023-04-02 21:00:00,63134.452,946.39018,0.0
2023-04-02 22:00:00,62309.174,803.6158,0.0
2023-04-02 23:00:00,61700.417,591.49386,0.0
2023-04-03 00:00:00,61128.639,555.30385,0.0
2023-04-03 01:00:00,60520.893,590.59858,0.0
2023-04-03 02:00:00,59905.995,597.65753,0.0
2023-04-03 03:00:00,59416.237,475.07057,0.0
2023-04-03 04:00:00,58594.945,800.01402,0.0
2023-04-03 05:00:00,57377.555,1188.2561,0.0
2023-04-03 06:00:00,56526.799,829.05597,0.0
2023-04-03 07:00:00,56136.924,377.46074,0.0
2023-04-03 08:00:00,56232.905,0.0,100.65876
2023-04-03 09:00:00,56378.343,0.0,150.12492
2023-04-03 10:00:00,56554.359,0.0,180.71369
2023-04-03 11:00:00,56765.655,0.0,216.00843
2023-04-03 12:00:00,56986.344,0.0,225.42036
2023-04-03 13:00:00,57209.369,0.0,227.77334
2023-04-03 14:00:00,57427.669,0.0,223.06738
2023-04-03 15:00:00,57636.539,0.0,213.65545
2023-04-03 16:00:00,57800.684,0.0,168.94878
2023-04-03 17:00:00,56638.584,1134.1375,0.0
2023-04-03 18:00:00,55452.571,1157.6673,0.0
2023-04-03 19:00:00,54269.058,1155.3144,0.0
2023-04-03 20:00:00,53112.055,1129.4316,0.0
2023-04-03 21:00:00,52053.588,1032.9593,0.0
2023-04-03 22:00:00,51136.87,894.13331,0.0
2023-04-03 23:00:00,50462.729,656.48209,0.0
2023-04-04 00:00:00,49833.673,612.35323,0.0
2023-04-04 01:00:00,49164.955,651.27399,0.0
2023-04-04 02:00:00,48488.35,659.05814,0.0
2023-04-04 03:00:00,47758.847,710.95248,0.0
2023-04-04 04:00:00,46854.659,882.20381,0.0
2023-04-04 05:00:00,45513.681,1310.3321,0.0
2023-04-04 06:00:00,44574.906,916.28264,0.0
2023-04-04 07:00:00,44090.464,471.11267,0.0
2023-04-04 08:00:00,43960.504,123.75999,0.0
2023-04-04 09:00:00,43992.384,0.0,35.542681
2023-04-04 10:00:00,44057.992,0.0,69.274003
2023-04-04 11:00:00,44162.515,0.0,108.19476
2023-04-04 12:00:00,44277.408,0.0,118.57363
2023-04-04 13:00:00,44394.887,0.0,121.16834
2023-04-04 14:00:00,44507.166,0.0,115.97891
2023-04-04 15:00:00,44609.057,0.0,105.60004
2023-04-04 16:00:00,43546.008,1038.1449,0.0
2023-04-04 17:00:00,42266.202,1250.6536,0.0
2023-04-04 18:00:00,40960.026,1276.6008,0.0
2023-04-04 19:00:00,39656.607,1274.0061,0.0
2023-04-04 20:00:00,38382.42,1245.4642,0.0
2023-04-04 21:00:00,37216.894,1139.0808,0.0
2023-04-04 22:00:00,36207.678,985.99249,0.0
2023-04-04 23:00:00,35465.961,723.92607,0.0
2023-04-05 00:00:00,34854.77,596.07069,0.0
2023-04-05 01:00:00,34204.971,633.95654,0.0
2023-04-05 02:00:00,33547.494,641.5337,0.0
2023-04-05 03:00:00,32838.527,692.04817,0.0
2023-04-05 04:00:00,31959.519,858.7459,0.0
2023-04-05 05:00:00,30655.335,1275.4902,0.0
2023-04-05 06:00:00,29358.992,1267.9131,0.0
2023-04-05 07:00:00,28486.043,853.09184,0.0
2023-04-05 08:00:00,28090.469,385.33614,0.0
2023-04-05 09:00:00,28156.374,0.0,68.245762
2023-04-05 10:00:00,28255.108,0.0,101.08016
2023-04-05 11:00:00,28391.719,0.0,138.96601
2023-04-05 12:00:00,28538.422,0.0,149.06891
2023-04-05 13:00:00,28687.639,0.0,151.59463
2023-04-05 14:00:00,28831.791,0.0,146.54318
2023-04-05 15:00:00,28965.829,0.0,136.44029
2023-04-05 16:00:00,28427.175,525.51512,0.0
2023-04-05 17:00:00,27290.892,1111.2357,0.0
2023-04-05 18:00:00,26020.602,1242.6558,0.0
2023-04-05 19:00:00,24752.995,1240.1301,0.0
2023-04-05 20:00:00,23513.843,1212.3472,0.0
2023-04-05 21:00:00,22380.463,1108.7925,0.0
2023-04-05 22:00:00,21399.235,959.77483,0.0
2023-04-05 23:00:00,20678.394,704.67679,0.0
2023-04-06 00:00:00,20119.845,545.6898,0.0
2023-04-06 01:00:00,19525.95,580.37347,0.0
2023-04-06 02:00:00,18925.027,587.31021,0.0
2023-04-06 03:00:00,18276.965,633.55511,0.0
2023-04-06 04:00:00,17473.235,786.16327,0.0
2023-04-06 05:00:00,16280.264,1167.6837,0.0
2023-04-06 06:00:00,15145.058,1111.1727,0.0
2023-04-06 07:00:00,14616.89,516.3679,0.0
2023-04-06 08:00:00,14566.784,47.910433,0.0
2023-04-06 09:00:00,14735.004,0.0,169.43449
2023-04-06 10:00:00,14933.27,0.0,199.49368
2023-04-06 11:00:00,15166.203,0.0,234.17735
2023-04-06 12:00:00,15408.366,0.0,243.42633
2023-04-06 13:00:00,15652.82,0.0,245.73858
2023-04-06 14:00:00,15892.63,0.0,241.11409
2023-04-06 15:00:00,16123.17,0.0,231.86511
2023-04-06 16:00:00,16309.759,0.0,187.93245
2023-04-06 17:00:00,15334.241,954.6756,0.0
2023-04-06 18:00:00,14172.122,1137.6245,0.0
2023-04-06 19:00:00,13012.459,1135.3123,0.0
2023-04-06 20:00:00,11878.847,1109.8776,0.0
2023-04-06 21:00:00,10842.066,1015.0755,0.0
2023-04-06 22:00:00,10841.162,0.0,0.0
2023-04-06 23:00:00,11460.581,0.0,620.32225
2023-04-07 00:00:00,12172.172,0.0,712.54643
2023-04-07 01:00:00,12848.563,0.0,677.40498
2023-04-07 02:00:00,13517.869,0.0,670.37669
2023-04-07 03:00:00,14140.264,0.0,623.52142
2023-04-07 04:00:00,14139.085,0.0,0.0
2023-04-07 05:00:00,14220.25,0.0,82.343087
2023-04-07 06:00:00,14308.437,0.0,89.371377
2023-04-07 07:00:00,14427.072,0.0,119.8273
2023-04-07 08:00:00,14557.41,0.0,131.54112
2023-04-07 09:00:00,14711.166,0.0,154.96875
2023-04-07 10:00:00,14895.365,0.0,185.42467
2023-04-07 11:00:00,15114.69,0.0,220.56613
2023-04-07 12:00:00,15343.367,0.0,229.93718
2023-04-07 13:00:00,15574.369,0.0,232.27994
2023-04-07 14:00:00,15800.665,0.0,227.59442
2023-04-07 15:00:00,16017.572,0.0,218.22336
2023-04-07 16:00:00,16189.948,0.0,173.71086
2023-04-07 17:00:00,15036.342,1129.2119,0.0
2023-04-07 18:00:00,13858.926,1152.6396,0.0
2023-04-07 19:00:00,12683.999,1150.2968,0.0
2023-04-07 20:00:00,11535.466,1124.5264,0.0
2023-04-07 21:00:00,10485.042,1028.4731,0.0
2023-04-07 22:00:00,9575.7499,890.25007,0.0
2023-04-07 23:00:00,8907.9815,653.63098,0.0
2023-04-08 00:00:00,8907.2392,0.0,0.0
2023-04-08 01:00:00,8906.4969,0.0,0.0
2023-04-08 02:00:00,9685.8163,0.0,780.06162
2023-04-08 03:00:00,10419.631,0.0,734.62208
2023-04-08 04:00:00,10969.561,0.0,550.79846
2023-04-08 05:00:00,10968.647,0.0,0.0
2023-04-08 06:00:00,10030.101,918.87987,0.0
2023-04-08 07:00:00,9029.7882,979.48714,0.0
2023-04-08 08:00:00,8246.3461,767.03583,0.0
2023-04-08 09:00:00,8548.6053,0.0,302.9464
2023-04-08 10:00:00,8885.9517,0.0,338.05878
2023-04-08 11:00:00,9254.2514,0.0,369.04028
2023-04-08 12:00:00,9639.044,0.0,385.56375
2023-04-08 13:00:00,10036.197,0.0,397.95636
2023-04-08 14:00:00,10433.317,0.0,397.95636
2023-04-08 15:00:00,10807.684,0.0,375.23659
2023-04-08 16:00:00,11132.45,0.0,325.66617
2023-04-08 17:00:00,11131.522,0.0,0.0
2023-04-08 18:00:00,10078.909,1030.6515,0.0
2023-04-08 19:00:00,8996.878,1059.5676,0.0
2023-04-08 20:00:00,7923.3672,1051.3058,0.0
2023-04-08 21:00:00,6944.7872,958.36131,0.0
2023-04-08 22:00:00,6113.8197,813.78094,0.0
2023-04-08 23:00:00,5502.1104,598.97582,0.0
2023-04-09 00:00:00,5043.1072,449.37379,0.0
2023-04-09 01:00:00,4539.5052,493.11814,0.0
2023-04-09 02:00:00,4062.3216,467.2692,0.0
2023-04-09 03:00:00,3540.5407,511.01355,0.0
2023-04-09 04:00:00,2838.2259,687.97934,0.0
2023-04-09 05:00:00,1795.1046,1022.0271,0.0
2023-04-09 06:00:00,858.36223,917.86089,0.0
2023-04-09 07:00:00,0.0,841.12489,0.0
2023-04-09 08:00:00,0.0,0.0,0.0
2023-04-09 09:00:00,338.85369,0.0,338.85369
2023-04-09 10:00:00,711.4816,0.0,372.65614
2023-04-09 11:00:00,1113.9041,0.0,402.48184
2023-04-09 12:00:00,1532.2002,0.0,418.38888
2023-04-09 13:00:00,1962.3917,0.0,430.31915
2023-04-09 14:00:00,2392.5473,0.0,430.31915
2023-04-09 15:00:00,2800.7949,0.0,408.44698
2023-04-09 16:00:00,3161.2874,0.0,360.72587
2023-04-09 17:00:00,3476.017,0.0,314.99314
2023-04-09 18:00:00,2463.277,992.20142,0.0
2023-04-09 19:00:00,1422.2158,1020.0387,0.0
2023-04-09 20:00:00,389.35731,1012.0852,0.0
2023-04-09 21:00:00,0.0,381.53836,0.0
2023-04-09 22:00:00,0.0,0.0,0.0
2023-04-09 23:00:00,0.0,0.0,0.0
2023-04-10 00:00:00,900.58964,0.0,900.58964
2023-04-10 01:00:00,1765.588,0.0,865.07337
2023-04-10 02:00:00,2651.5011,0.0,886.06025
2023-04-10 03:00:00,3501.8241,0.0,850.54399
2023-04-10 04:00:00,4208.3968,0.0,706.86453
2023-04-10 05:00:00,4643.6955,0.0,435.64939
2023-04-10 06:00:00,5061.1998,0.0,417.89126
2023-04-10 07:00:00,5507.728,0.0,446.95002
2023-04-10 08:00:00,5975.206,0.0,467.93691
2023-04-10 09:00:00,6487.8475,0.0,513.13943
2023-04-10 10:00:00,7027.8906,0.0,540.58382
2023-04-10 11:00:00,7592.1044,0.0,564.79946
2023-04-10 12:00:00,8169.1862,0.0,577.71447
2023-04-10 13:00:00,8755.9062,0.0,587.40072
2023-04-10 14:00:00,9342.5772,0.0,587.40072
2023-04-10 15:00:00,9911.4413,0.0,569.64259
2023-04-10 16:00:00,10441.513,0.0,530.89757
2023-04-10 17:00:00,10934.41,0.0,493.76692
2023-04-10 18:00:00,11393.364,0.0,459.86503
2023-04-10 19:00:00,11829.678,0.0,437.26377
2023-04-10 20:00:00,12272.413,0.0,443.72127
2023-04-10 21:00:00,12787.759,0.0,516.36818
