,"(('ORC', 'electricity'), 'flow')","(('electricity', 'HP'), 'flow')","(('electricity', 'demand_el'), 'flow')","(('electricity', 'excess_bel'), 'flow')","(('grid', 'electricity'), 'flow')","(('pv', 'electricity'), 'flow')"
2022-01-01 00:00:00,0.0,0.0,209643.3415769,0.0,209643.34,0.0
2022-01-01 01:00:00,0.0,0.0,207497.2007709,0.0,207497.2,0.0
2022-01-01 02:00:00,0.0,0.0,200108.0148989,0.0,200108.01,0.0
2022-01-01 03:00:00,0.0,0.0,191892.6802004,0.0,191892.68,0.0
2022-01-01 04:00:00,0.0,0.0,185717.3331069,0.0,185717.33,0.0
2022-01-01 05:00:00,0.0,0.0,180672.7483735,0.0,180672.75,0.0
2022-01-01 06:00:00,0.0,0.0,172683.5661471,0.0,172683.57,0.0
2022-01-01 07:00:00,0.0,0.0,170048.1975444,0.0,170048.2,0.0
2022-01-01 08:00:00,0.0,0.0,171132.8063389,0.0,171132.81,0.0
2022-01-01 09:00:00,0.0,0.0,179532.7553002,0.0,143339.34,36193.416
2022-01-01 10:00:00,0.0,0.0,189155.7737532,0.0,99376.454,89779.32
2022-01-01 11:00:00,0.0,0.0,201026.4708567,0.0,107813.35,93213.12
2022-01-01 12:00:00,0.0,0.0,208466.425651,0.0,148171.23,60295.2
2022-01-01 13:00:00,0.0,0.0,207718.7378864,0.0,158329.05,49389.684
2022-01-01 14:00:00,0.0,0.0,205443.3670963,0.0,175120.59,30322.782
2022-01-01 15:00:00,0.0,0.0,206255.669853,0.0,197715.98,8539.686
2022-01-01 16:00:00,0.0,0.0,217240.2184947,0.0,217240.22,0.0
2022-01-01 17:00:00,0.0,0.0,232798.5854994,0.0,232798.59,0.0
2022-01-01 18:00:00,0.0,0.0,237321.6349401,0.0,237321.63,0.0
2022-01-01 19:00:00,0.0,0.0,232387.8187645,0.0,232387.82,0.0
2022-01-01 20:00:00,0.0,0.0,224306.3294067,0.0,224306.33,0.0
2022-01-01 21:00:00,0.0,0.0,219280.2060996,0.0,219280.21,0.0
2022-01-01 22:00:00,0.0,0.0,223701.7176957,0.0,223701.72,0.0
2022-01-01 23:00:00,0.0,0.0,213926.3924759,0.0,213926.39,0.0
2022-01-02 00:00:00,0.0,0.0,201834.1582569,0.0,201834.16,0.0
2022-01-02 01:00:00,0.0,0.0,192215.7551605,0.0,192215.76,0.0
2022-01-02 02:00:00,0.0,0.0,187152.7090008,0.0,187152.71,0.0
2022-01-02 03:00:00,0.0,0.0,184355.8029181,0.0,184355.8,0.0
2022-01-02 04:00:00,0.0,0.0,184438.8793364,0.0,184438.88,0.0
2022-01-02 05:00:00,0.0,0.0,182786.5816836,0.0,182786.58,0.0
2022-01-02 06:00:00,0.0,0.0,180105.0595152,0.0,180105.06,0.0
2022-01-02 07:00:00,0.0,0.0,191509.6056049,0.0,191509.61,0.0
2022-01-02 08:00:00,0.0,0.0,207104.8954623,0.0,207104.9,0.0
2022-01-02 09:00:00,0.0,0.0,222501.724987,0.0,194701.91,27799.812
2022-01-02 10:00:00,0.0,0.0,231127.8264203,0.0,155624.97,75502.86
2022-01-02 11:00:00,0.0,0.0,238410.8590912,0.0,149225.18,89185.68
2022-01-02 12:00:00,0.0,0.0,241184.688391,0.0,166473.35,74711.34000000001
2022-01-02 13:00:00,0.0,0.0,237413.9420716,0.0,176635.68,60778.259999999995
2022-01-02 14:00:00,0.0,0.0,234469.3445786,0.0,197232.4,37236.941999999995
2022-01-02 15:00:00,0.0,0.0,235193.9555604,0.0,224009.66,11184.294000000002
2022-01-02 16:00:00,0.0,0.0,242730.8328427,0.0,242730.83,0.0
2022-01-02 17:00:00,0.0,0.0,264196.8562598,0.0,264196.86,0.0
2022-01-02 18:00:00,0.0,0.0,265950.6917572,0.0,265950.69,0.0
2022-01-02 19:00:00,0.0,0.0,260283.0338866,0.0,260283.03,0.0
2022-01-02 20:00:00,0.0,0.0,245578.5078477,0.0,245578.51,0.0
2022-01-02 21:00:00,0.0,0.0,238849.3179655,0.0,238849.32,0.0
2022-01-02 22:00:00,0.0,0.0,241553.9169168,0.0,241553.92,0.0
2022-01-02 23:00:00,0.0,0.0,231372.4403186,0.0,231372.44,0.0
2022-01-03 00:00:00,0.0,0.0,218135.5976697,0.0,218135.6,0.0
2022-01-03 01:00:00,0.0,0.0,208761.8084717,0.0,208761.81,0.0
2022-01-03 02:00:00,0.0,0.0,201492.6218705,0.0,201492.62,0.0
2022-01-03 03:00:00,0.0,0.0,194421.895602,0.0,194421.9,0.0
2022-01-03 04:00:00,0.0,0.0,192118.8326725,0.0,192118.83,0.0
2022-01-03 05:00:00,0.0,0.0,187983.4731838,0.0,187983.47,0.0
2022-01-03 06:00:00,0.0,0.0,181517.3586262,0.0,181517.36,0.0
2022-01-03 07:00:00,0.0,0.0,185246.5667365,0.0,185246.57,0.0
2022-01-03 08:00:00,0.0,0.0,191874.2187741,0.0,191874.22,0.0
2022-01-03 09:00:00,0.0,0.0,202715.6913621,0.0,165841.92,36873.774
2022-01-03 10:00:00,0.0,0.0,213700.2400039,0.0,129193.84,84506.4
2022-01-03 11:00:00,0.0,0.0,225649.3981692,0.0,149861.36,75788.04000000001
2022-01-03 12:00:00,0.0,0.0,229346.2987835,0.0,198638.81,30707.484
2022-01-03 13:00:00,0.0,0.0,223484.7959368,0.0,198627.58,24857.219999999998
2022-01-03 14:00:00,0.0,0.0,219326.3596653,0.0,204470.23,14856.132
2022-01-03 15:00:00,0.0,0.0,218684.8251018,0.0,214841.12,3843.7025999999996
2022-01-03 16:00:00,0.0,0.0,230273.9854545,0.0,230273.99,0.0
2022-01-03 17:00:00,0.0,0.0,249824.6358941,0.0,249824.64,0.0
2022-01-03 18:00:00,0.0,0.0,254873.835984,0.0,254873.84,0.0
2022-01-03 19:00:00,0.0,0.0,249547.7144998,0.0,249547.71,0.0
2022-01-03 20:00:00,0.0,0.0,239841.6196285,0.0,239841.62,0.0
2022-01-03 21:00:00,0.0,0.0,235807.7979845,0.0,235807.8,0.0
2022-01-03 22:00:00,0.0,0.0,240723.1527338,0.0,240723.15,0.0
2022-01-03 23:00:00,0.0,0.0,229821.6805104,0.0,229821.68,0.0
2022-01-04 00:00:00,0.0,0.0,217863.2916319,0.0,217863.29,0.0
2022-01-04 01:00:00,0.0,0.0,207418.7397092,0.0,207418.74,0.0
2022-01-04 02:00:00,0.0,0.0,201935.6961014,0.0,201935.7,0.0
2022-01-04 03:00:00,0.0,0.0,199406.4806999,0.0,199406.48,0.0
2022-01-04 04:00:00,0.0,0.0,201095.7012053,0.0,201095.7,0.0
2022-01-04 05:00:00,0.0,0.0,205706.4424209,0.0,205706.44,0.0
2022-01-04 06:00:00,0.0,0.0,222427.8792818,0.0,222427.88,0.0
2022-01-04 07:00:00,0.0,0.0,247180.0365783,0.0,247180.04,0.0
2022-01-04 08:00:00,0.0,0.0,262415.3286229,0.0,262415.33,0.0
2022-01-04 09:00:00,0.0,0.0,271932.1938747,0.0,264255.61,7676.58
2022-01-04 10:00:00,0.0,0.0,278416.7698586,0.0,255232.8,23183.97
2022-01-04 11:00:00,0.0,0.0,283821.3524046,0.0,256225.82,27595.53
2022-01-04 12:00:00,0.0,0.0,285838.2632266,0.0,263205.45,22632.816
2022-01-04 13:00:00,0.0,0.0,282782.8971759,0.0,264456.88,18326.016
2022-01-04 14:00:00,0.0,0.0,279990.6064497,0.0,269113.03,10877.579999999998
2022-01-04 15:00:00,0.0,0.0,278126.0023946,0.0,275524.7,2601.3071999999997
2022-01-04 16:00:00,0.0,0.0,283147.5103451,0.0,283147.51,0.0
2022-01-04 17:00:00,0.0,0.0,300847.4027993,0.0,300847.4,0.0
2022-01-04 18:00:00,0.0,0.0,299767.4093614,0.0,299767.41,0.0
2022-01-04 19:00:00,0.0,0.0,294953.5924566,0.0,294953.59,0.0
2022-01-04 20:00:00,0.0,0.0,281296.7523596,0.0,281296.75,0.0
2022-01-04 21:00:00,0.0,0.0,273252.1858544,0.0,273252.19,0.0
2022-01-04 22:00:00,0.0,0.0,269292.2099155,0.0,269292.21,0.0
2022-01-04 23:00:00,0.0,0.0,256387.6729397,0.0,256387.67,0.0
2022-01-05 00:00:00,0.0,0.0,245984.6592261,0.0,245984.66,0.0
2022-01-05 01:00:00,0.0,0.0,236135.4883011,0.0,236135.49,0.0
2022-01-05 02:00:00,0.0,0.0,229480.1441241,0.0,229480.14,0.0
2022-01-05 03:00:00,0.0,0.0,225792.4742229,0.0,225792.47,0.0
2022-01-05 04:00:00,0.0,0.0,227089.3894197,0.0,227089.39,0.0
2022-01-05 05:00:00,0.0,0.0,233721.6568139,0.0,233721.66,0.0
2022-01-05 06:00:00,0.0,0.0,252852.3098054,0.0,252852.31,0.0
2022-01-05 07:00:00,0.0,0.0,281499.8280488,0.0,281499.83,0.0
2022-01-05 08:00:00,0.0,0.0,295244.3599207,0.0,295244.36,0.0
2022-01-05 09:00:00,0.0,0.0,298996.6448138,0.0,276586.73,22409.91
2022-01-05 10:00:00,0.0,0.0,301895.0887412,0.0,240761.81,61133.28
2022-01-05 11:00:00,0.0,0.0,305864.2953932,0.0,233451.86,72412.44
2022-01-05 12:00:00,0.0,0.0,306865.8277694,0.0,245924.61,60941.22
2022-01-05 13:00:00,0.0,0.0,305222.7608297,0.0,255664.88,49557.882000000005
2022-01-05 14:00:00,0.0,0.0,301142.7856199,0.0,270700.11,30442.674
2022-01-05 15:00:00,0.0,0.0,298585.8780789,0.0,289226.74,9359.142000000002
2022-01-05 16:00:00,0.0,0.0,301673.5516257,0.0,301673.55,0.0
2022-01-05 17:00:00,0.0,0.0,315150.3928164,0.0,315150.39,0.0
2022-01-05 18:00:00,0.0,0.0,318348.8349209,0.0,318348.83,0.0
2022-01-05 19:00:00,0.0,0.0,313221.1737692,0.0,313221.17,0.0
2022-01-05 20:00:00,0.0,0.0,299015.1062401,0.0,299015.11,0.0
2022-01-05 21:00:00,0.0,0.0,285884.4167923,0.0,285884.42,0.0
2022-01-05 22:00:00,0.0,0.0,280784.4477801,0.0,280784.45,0.0
2022-01-05 23:00:00,0.0,0.0,262627.6350253,0.0,262627.64,0.0
2022-01-06 00:00:00,0.0,0.0,249206.1781134,0.0,249206.18,0.0
2022-01-06 01:00:00,0.0,0.0,239144.7007861,0.0,239144.7,0.0
2022-01-06 02:00:00,0.0,0.0,232249.3580674,0.0,232249.36,0.0
2022-01-06 03:00:00,0.0,0.0,228247.8439193,0.0,228247.84,0.0
2022-01-06 04:00:00,0.0,0.0,228732.4563594,0.0,228732.46,0.0
2022-01-06 05:00:00,0.0,0.0,233227.8136606,0.0,233227.81,0.0
2022-01-06 06:00:00,0.0,0.0,249533.8684301,0.0,249533.87,0.0
2022-01-06 07:00:00,0.0,0.0,274466.0246328,0.0,274466.02,0.0
2022-01-06 08:00:00,0.0,0.0,285898.2628621,0.0,285898.26,0.0
2022-01-06 09:00:00,0.0,0.0,289996.6994981,0.0,252117.81,37878.888
2022-01-06 10:00:00,0.0,0.0,294847.4392555,0.0,191065.2,103782.24
2022-01-06 11:00:00,0.0,0.0,299712.0250825,0.0,170269.41,129442.62
2022-01-06 12:00:00,0.0,0.0,299970.4850506,0.0,180200.71,119769.78
2022-01-06 13:00:00,0.0,0.0,295973.5862591,0.0,199693.33,96280.26
2022-01-06 14:00:00,0.0,0.0,291344.3836172,0.0,232422.7,58921.68
2022-01-06 15:00:00,0.0,0.0,289456.7027792,0.0,269893.35,19563.347999999998
2022-01-06 16:00:00,0.0,0.0,292567.4531088,0.0,292567.45,0.0
2022-01-06 17:00:00,0.0,0.0,307031.980606,0.0,307031.98,0.0
2022-01-06 18:00:00,0.0,0.0,312219.6413931,0.0,312219.64,0.0
2022-01-06 19:00:00,0.0,0.0,306639.6752973,0.0,306639.68,0.0
2022-01-06 20:00:00,0.0,0.0,292188.9938699,0.0,292188.99,0.0
2022-01-06 21:00:00,0.0,0.0,282561.3600604,0.0,282561.36,0.0
2022-01-06 22:00:00,0.0,0.0,279565.9936451,0.0,279565.99,0.0
2022-01-06 23:00:00,0.0,0.0,263587.6291923,0.0,263587.63,0.0
2022-01-07 00:00:00,0.0,0.0,249510.7916472,0.0,249510.79,0.0
2022-01-07 01:00:00,0.0,0.0,238558.5505015,0.0,238558.55,0.0
2022-01-07 02:00:00,0.0,0.0,232106.2820136,0.0,232106.28,0.0
2022-01-07 03:00:00,0.0,0.0,228478.6117479,0.0,228478.61,0.0
2022-01-07 04:00:00,0.0,0.0,230952.4428706,0.0,230952.44,0.0
2022-01-07 05:00:00,0.0,0.0,241156.9962516,0.0,241157.0,0.0
2022-01-07 06:00:00,0.0,0.0,266139.9213767,0.0,266139.92,0.0
2022-01-07 07:00:00,0.0,0.0,297625.8839119,0.0,297625.88,0.0
2022-01-07 08:00:00,0.0,0.0,307655.0537432,0.0,307655.05,0.0
2022-01-07 09:00:00,0.0,0.0,308287.3575936,0.0,307932.55,354.80466
2022-01-07 10:00:00,0.0,0.0,310562.7283837,0.0,307019.51,3543.216
2022-01-07 11:00:00,0.0,0.0,313235.0198389,0.0,308915.53,4319.4876
2022-01-07 12:00:00,0.0,0.0,312976.5598709,0.0,309885.44,3091.1184000000003
2022-01-07 13:00:00,0.0,0.0,310087.3466567,0.0,307786.88,2300.4714
2022-01-07 14:00:00,0.0,0.0,306081.2171521,0.0,305188.72,892.497
2022-01-07 15:00:00,0.0,0.0,304941.2240788,0.0,304941.22,0.0
2022-01-07 16:00:00,0.0,0.0,305795.0650446,0.0,305795.07,0.0
2022-01-07 17:00:00,0.0,0.0,320905.7424619,0.0,320905.74,0.0
2022-01-07 18:00:00,0.0,0.0,324574.9509367,0.0,324574.95,0.0
2022-01-07 19:00:00,0.0,0.0,320148.823984,0.0,320148.82,0.0
2022-01-07 20:00:00,0.0,0.0,306182.7549967,0.0,306182.75,0.0
2022-01-07 21:00:00,0.0,0.0,294173.5971959,0.0,294173.6,0.0
2022-01-07 22:00:00,0.0,0.0,286858.2570291,0.0,286858.26,0.0
2022-01-07 23:00:00,0.0,0.0,269818.3605647,0.0,269818.36,0.0
2022-01-08 00:00:00,0.0,0.0,255418.4480596,0.0,255418.45,0.0
2022-01-08 01:00:00,0.0,0.0,245320.0478797,0.0,245320.05,0.0
2022-01-08 02:00:00,0.0,0.0,238083.1687746,0.0,238083.17,0.0
2022-01-08 03:00:00,0.0,0.0,233121.6604595,0.0,233121.66,0.0
2022-01-08 04:00:00,0.0,0.0,234907.8034529,0.0,234907.8,0.0
2022-01-08 05:00:00,0.0,0.0,243616.9813046,0.0,243616.98,0.0
2022-01-08 06:00:00,0.0,0.0,265604.5400143,0.0,265604.54,0.0
2022-01-08 07:00:00,0.0,0.0,295710.5109345,0.0,295710.51,0.0
2022-01-08 08:00:00,0.0,0.0,306058.1403692,0.0,306058.14,0.0
2022-01-08 09:00:00,0.0,0.0,308236.5886713,0.0,297871.17,10365.42
2022-01-08 10:00:00,0.0,0.0,311079.6483197,0.0,281455.27,29624.382
2022-01-08 11:00:00,0.0,0.0,313968.8615339,0.0,278829.45,35139.414
2022-01-08 12:00:00,0.0,0.0,314162.7065099,0.0,284832.82,29329.890000000003
2022-01-08 13:00:00,0.0,0.0,308250.434741,0.0,284534.52,23715.918
2022-01-08 14:00:00,0.0,0.0,303436.6178362,0.0,289044.92,14391.696
2022-01-08 15:00:00,0.0,0.0,300302.7907238,0.0,296044.35,4258.4358
2022-01-08 16:00:00,0.0,0.0,303062.7739539,0.0,303062.77,0.0
2022-01-08 17:00:00,0.0,0.0,318958.0619884,0.0,318958.06,0.0
2022-01-08 18:00:00,0.0,0.0,321094.9720813,0.0,321094.97,0.0
2022-01-08 19:00:00,0.0,0.0,313041.1748629,0.0,313041.17,0.0
2022-01-08 20:00:00,0.0,0.0,296398.1990637,0.0,296398.2,0.0
2022-01-08 21:00:00,0.0,0.0,286082.877125,0.0,286082.88,0.0
2022-01-08 22:00:00,0.0,0.0,283433.6624525,0.0,283433.66,0.0
2022-01-08 23:00:00,0.0,0.0,270256.819439,0.0,270256.82,0.0
2022-01-09 00:00:00,0.0,0.0,260107.6503369,0.0,260107.65,0.0
2022-01-09 01:00:00,0.0,0.0,250876.9371926,0.0,250876.94,0.0
2022-01-09 02:00:00,0.0,0.0,244406.2072784,0.0,244406.21,0.0
2022-01-09 03:00:00,0.0,0.0,239283.1614833,0.0,239283.16,0.0
2022-01-09 04:00:00,0.0,0.0,237243.1738784,0.0,237243.17,0.0
2022-01-09 05:00:00,0.0,0.0,235244.7244827,0.0,235244.72,0.0
2022-01-09 06:00:00,0.0,0.0,232637.0480194,0.0,232637.05,0.0
2022-01-09 07:00:00,0.0,0.0,242656.9871376,0.0,242656.99,0.0
2022-01-09 08:00:00,0.0,0.0,256646.1329078,0.0,256646.13,0.0
2022-01-09 09:00:00,0.0,0.0,270976.8150643,0.0,230726.28,40250.538
2022-01-09 10:00:00,0.0,0.0,280678.294579,0.0,176092.89,104585.4
2022-01-09 11:00:00,0.0,0.0,287061.3327182,0.0,162129.21,124932.12
2022-01-09 12:00:00,0.0,0.0,288930.55213,0.0,179625.13,109305.42
2022-01-09 13:00:00,0.0,0.0,284172.1195041,0.0,195591.72,88580.4
2022-01-09 14:00:00,0.0,0.0,276358.3208274,0.0,221124.77,55233.546
2022-01-09 15:00:00,0.0,0.0,274096.7961071,0.0,254580.01,19516.788
2022-01-09 16:00:00,0.0,0.0,277978.3109842,0.0,277978.31,0.0
2022-01-09 17:00:00,0.0,0.0,291856.6881967,0.0,291856.69,0.0
2022-01-09 18:00:00,0.0,0.0,296762.8122329,0.0,296762.81,0.0
2022-01-09 19:00:00,0.0,0.0,289281.3192295,0.0,289281.32,0.0
2022-01-09 20:00:00,0.0,0.0,273852.1822087,0.0,273852.18,0.0
2022-01-09 21:00:00,0.0,0.0,266292.2281436,0.0,266292.23,0.0
2022-01-09 22:00:00,0.0,0.0,267418.3751472,0.0,267418.38,0.0
2022-01-09 23:00:00,0.0,0.0,258759.9662178,0.0,258759.97,0.0
2022-01-10 00:00:00,0.0,0.0,246049.2742181,0.0,246049.27,0.0
2022-01-10 01:00:00,0.0,0.0,235383.1851798,0.0,235383.19,0.0
2022-01-10 02:00:00,0.0,0.0,228875.5324131,0.0,228875.53,0.0
2022-01-10 03:00:00,0.0,0.0,222030.9586166,0.0,222030.96,0.0
2022-01-10 04:00:00,0.0,0.0,217558.6780982,0.0,217558.68,0.0
2022-01-10 05:00:00,0.0,0.0,211129.4863932,0.0,211129.49,0.0
2022-01-10 06:00:00,0.0,0.0,200574.1659127,0.0,200574.17,0.0
2022-01-10 07:00:00,0.0,0.0,203860.299792,0.0,203860.3,0.0
2022-01-10 08:00:00,0.0,0.0,215638.6897642,0.0,215638.69,0.0
2022-01-10 09:00:00,0.0,0.0,229595.5280384,0.0,187469.2,42126.324
2022-01-10 10:00:00,0.0,0.0,238826.2411827,0.0,131464.7,107361.54
2022-01-10 11:00:00,0.0,0.0,251066.166812,0.0,118393.45,132672.72
2022-01-10 12:00:00,0.0,0.0,251735.393515,0.0,129166.19,122569.20000000001
2022-01-10 13:00:00,0.0,0.0,242818.5246176,0.0,140270.12,102548.4
2022-01-10 14:00:00,0.0,0.0,236573.9471755,0.0,169574.11,66999.84
2022-01-10 15:00:00,0.0,0.0,234847.8038175,0.0,208999.44,25848.366
2022-01-10 16:00:00,0.0,0.0,239763.1585668,0.0,239763.16,0.0
2022-01-10 17:00:00,0.0,0.0,261321.4891153,0.0,261321.49,0.0
2022-01-10 18:00:00,0.0,0.0,272873.7266154,0.0,272873.73,0.0
2022-01-10 19:00:00,0.0,0.0,271350.6589466,0.0,271350.66,0.0
2022-01-10 20:00:00,0.0,0.0,261012.260225,0.0,261012.26,0.0
2022-01-10 21:00:00,0.0,0.0,254583.06852,0.0,254583.07,0.0
2022-01-10 22:00:00,0.0,0.0,258949.1958373,0.0,258949.2,0.0
2022-01-10 23:00:00,0.0,0.0,248361.5678607,0.0,248361.57,0.0
2022-01-11 00:00:00,0.0,0.0,237829.3241631,0.0,237829.32,0.0
2022-01-11 01:00:00,0.0,0.0,228506.3038873,0.0,228506.3,0.0
2022-01-11 02:00:00,0.0,0.0,224315.5601198,0.0,224315.56,0.0
2022-01-11 03:00:00,0.0,0.0,222017.1125469,0.0,222017.11,0.0
2022-01-11 04:00:00,0.0,0.0,224380.1751118,0.0,224380.18,0.0
2022-01-11 05:00:00,0.0,0.0,234764.7273992,0.0,234764.73,0.0
2022-01-11 06:00:00,0.0,0.0,263486.0913477,0.0,263486.09,0.0
2022-01-11 07:00:00,0.0,0.0,292812.0670072,0.0,292812.07,0.0
2022-01-11 08:00:00,0.0,0.0,305042.7619234,0.0,305042.76,0.0
2022-01-11 09:00:00,0.0,0.0,308878.1232348,0.0,265620.39,43257.732
2022-01-11 10:00:00,0.0,0.0,312902.7141657,0.0,213927.79,98974.92
2022-01-11 11:00:00,0.0,0.0,317988.8371083,0.0,212117.22,105871.62
2022-01-11 12:00:00,0.0,0.0,318602.6795323,0.0,242267.56,76335.12
2022-01-11 13:00:00,0.0,0.0,316262.6937503,0.0,244298.39,71964.3
2022-01-11 14:00:00,0.0,0.0,311587.3375427,0.0,257815.19,53772.144
2022-01-11 15:00:00,0.0,0.0,308730.4318245,0.0,284257.91,24472.518
2022-01-11 16:00:00,0.0,0.0,308531.9714919,0.0,308531.97,0.0
2022-01-11 17:00:00,0.0,0.0,320642.6671372,0.0,320642.67,0.0
2022-01-11 18:00:00,0.0,0.0,325461.0993986,0.0,325461.1,0.0
2022-01-11 19:00:00,0.0,0.0,321842.659846,0.0,321842.66,0.0
2022-01-11 20:00:00,0.0,0.0,308573.5097011,0.0,308573.51,0.0
2022-01-11 21:00:00,0.0,0.0,296605.8901095,0.0,296605.89,0.0
2022-01-11 22:00:00,0.0,0.0,290615.1572788,0.0,290615.16,0.0
2022-01-11 23:00:00,0.0,0.0,272550.6516554,0.0,272550.65,0.0
2022-01-12 00:00:00,0.0,0.0,257873.8177559,0.0,257873.82,0.0
2022-01-12 01:00:00,0.0,0.0,248186.184311,0.0,248186.18,0.0
2022-01-12 02:00:00,0.0,0.0,242481.6035878,0.0,242481.6,0.0
2022-01-12 03:00:00,0.0,0.0,239790.8507062,0.0,239790.85,0.0
2022-01-12 04:00:00,0.0,0.0,241392.3794368,0.0,241392.38,0.0
2022-01-12 05:00:00,0.0,0.0,250480.0165274,0.0,250480.02,0.0
2022-01-12 06:00:00,0.0,0.0,280784.4477801,0.0,280784.45,0.0
2022-01-12 07:00:00,0.0,0.0,312016.5657039,0.0,312016.57,0.0
2022-01-12 08:00:00,0.0,0.0,321759.5834277,0.0,321759.58,0.0
2022-01-12 09:00:00,0.0,0.0,321787.2755671,0.0,277537.23,44250.042
2022-01-12 10:00:00,0.0,0.0,323236.4975308,0.0,209275.08,113961.42000000001
2022-01-12 11:00:00,0.0,0.0,324118.0306361,0.0,177855.61,146262.41999999998
2022-01-12 12:00:00,0.0,0.0,325207.2547871,0.0,181942.13,143265.12
2022-01-12 13:00:00,0.0,0.0,322848.8075787,0.0,204435.09,118413.72
2022-01-12 14:00:00,0.0,0.0,318833.447361,0.0,242137.49,76695.96
2022-01-12 15:00:00,0.0,0.0,316918.0743835,0.0,286909.57,30008.502
2022-01-12 16:00:00,0.0,0.0,318118.0670923,0.0,318118.07,0.0
2022-01-12 17:00:00,0.0,0.0,332462.5953185,0.0,332462.6,0.0
2022-01-12 18:00:00,0.0,0.0,337521.0261216,0.0,337521.03,0.0
2022-01-12 19:00:00,0.0,0.0,333039.51489,0.0,333039.51,0.0
2022-01-12 20:00:00,0.0,0.0,318118.0670923,0.0,318118.07,0.0
2022-01-12 21:00:00,0.0,0.0,306118.1400047,0.0,306118.14,0.0
2022-01-12 22:00:00,0.0,0.0,297215.117177,0.0,297215.12,0.0
2022-01-12 23:00:00,0.0,0.0,279658.3007765,0.0,279658.3,0.0
2022-01-13 00:00:00,0.0,0.0,266347.6124224,0.0,266347.61,0.0
2022-01-13 01:00:00,0.0,0.0,257592.281005,0.0,257592.28,0.0
2022-01-13 02:00:00,0.0,0.0,250849.2450531,0.0,250849.25,0.0
2022-01-13 03:00:00,0.0,0.0,246833.8848354,0.0,246833.88,0.0
2022-01-13 04:00:00,0.0,0.0,249510.7916472,0.0,249510.79,0.0
2022-01-13 05:00:00,0.0,0.0,258616.8901641,0.0,258616.89,0.0
2022-01-13 06:00:00,0.0,0.0,286955.1795171,0.0,286955.18,0.0
2022-01-13 07:00:00,0.0,0.0,318348.8349209,0.0,318348.83,0.0
2022-01-13 08:00:00,0.0,0.0,328581.0804413,0.0,328581.08,0.0
2022-01-13 09:00:00,0.0,0.0,328179.5444196,0.0,282209.69,45969.852
2022-01-13 10:00:00,0.0,0.0,330750.2980303,0.0,226450.08,104300.22
2022-01-13 11:00:00,0.0,0.0,332693.3631471,0.0,218912.36,113781.0
2022-01-13 12:00:00,0.0,0.0,331045.6808509,0.0,244938.78,86106.9
2022-01-13 13:00:00,0.0,0.0,330224.147381,0.0,253138.25,77085.90000000001
2022-01-13 14:00:00,0.0,0.0,326628.7846113,0.0,271714.76,54914.028
2022-01-13 15:00:00,0.0,0.0,324856.4876876,0.0,300453.23,24403.260000000002
2022-01-13 16:00:00,0.0,0.0,324708.7962773,0.0,324708.8,0.0
2022-01-13 17:00:00,0.0,0.0,337534.8721913,0.0,337534.87,0.0
2022-01-13 18:00:00,0.0,0.0,341499.4634868,0.0,341499.46,0.0
2022-01-13 19:00:00,0.0,0.0,335721.0370585,0.0,335721.04,0.0
2022-01-13 20:00:00,0.0,0.0,318127.2978054,0.0,318127.3,0.0
2022-01-13 21:00:00,0.0,0.0,304170.4595312,0.0,304170.46,0.0
2022-01-13 22:00:00,0.0,0.0,296481.275482,0.0,296481.28,0.0
2022-01-13 23:00:00,0.0,0.0,279436.7636611,0.0,279436.76,0.0
2022-01-14 00:00:00,0.0,0.0,259318.424363,0.0,259318.42,0.0
2022-01-14 01:00:00,0.0,0.0,249496.9455775,0.0,249496.95,0.0
2022-01-14 02:00:00,0.0,0.0,242283.1432552,0.0,242283.14,0.0
2022-01-14 03:00:00,0.0,0.0,239707.774288,0.0,239707.77,0.0
2022-01-14 04:00:00,0.0,0.0,240473.9234789,0.0,240473.92,0.0
2022-01-14 05:00:00,0.0,0.0,250064.6344359,0.0,250064.63,0.0
2022-01-14 06:00:00,0.0,0.0,276575.2425863,0.0,276575.24,0.0
2022-01-14 07:00:00,0.0,0.0,306358.1385464,0.0,306358.14,0.0
2022-01-14 08:00:00,0.0,0.0,315971.9262862,0.0,315971.93,0.0
2022-01-14 09:00:00,0.0,0.0,316581.1533537,0.0,269018.95,47562.204000000005
2022-01-14 10:00:00,0.0,0.0,319114.9841119,0.0,203972.1,115142.87999999999
2022-01-14 11:00:00,0.0,0.0,322318.0415729,0.0,181776.68,140541.36
2022-01-14 12:00:00,0.0,0.0,322142.6580232,0.0,192094.76,130047.90000000001
2022-01-14 13:00:00,0.0,0.0,319701.1343965,0.0,209604.19,110096.94
2022-01-14 14:00:00,0.0,0.0,314905.7789181,0.0,240840.46,74065.32
2022-01-14 15:00:00,0.0,0.0,311633.4911084,0.0,280402.79,31230.702
2022-01-14 16:00:00,0.0,0.0,310336.5759116,0.0,310336.58,0.0
2022-01-14 17:00:00,0.0,0.0,323504.188212,0.0,323504.19,0.0
2022-01-14 18:00:00,0.0,0.0,327750.3162584,0.0,327750.32,0.0
2022-01-14 19:00:00,0.0,0.0,322054.9662483,0.0,322054.97,0.0
2022-01-14 20:00:00,0.0,0.0,306108.9092915,0.0,306108.91,0.0
2022-01-14 21:00:00,0.0,0.0,291819.7653441,0.0,291819.77,0.0
2022-01-14 22:00:00,0.0,0.0,284329.0416275,0.0,284329.04,0.0
